date,time,target,temp,temp_pred,weather_pred,weather_fact
2019-01-02,9,450.377,1.1,1.0,"пасм, ветер, снег","пасм, ветер"
2019-01-02,10,475.445,1.1,1.0,"пасм, ветер, снег","пасм, ветер"
2019-01-02,11,509.816,1.1,1.0,"пасм, ветер, снег","пасм, ветер"
2019-01-02,12,526.491,1.0,1.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,13,525.171,1.0,1.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,14,521.867,1.0,1.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,15,520.315,0.6,1.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,16,525.992,0.6,1.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,17,538.607,0.6,1.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,18,556.317,0.2,0.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,19,547.679,0.2,0.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,20,542.323,0.2,0.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,21,539.041,0.5,0.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,22,528.386,0.5,0.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-02,23,508.758,0.5,0.0,"пасм, ветер, снег","пасм, ветер, снег, метель"
2019-01-03,0,479.831,-0.4,-1.0,"пасм, 52% снег","пасм,ветер"
2019-01-03,1,450.047,-0.4,-1.0,"пасм, 52% снег","пасм,ветер"
2019-01-03,2,428.649,-0.4,-1.0,"пасм, 52% снег","пасм,ветер"
2019-01-03,3,415.287,-0.1,-1.0,"пасм, 52% снег","пасм,ветер"
2019-01-03,4,406.705,-0.1,-1.0,"пасм, 52% снег","пасм,ветер"
2019-01-03,5,404.198,-0.1,-1.0,"пасм, 52% снег","пасм,ветер"
2019-01-03,6,412.379,-0.8,-2.0,"пасм, 52% снег","ясно, ветер"
2019-01-03,7,427.568,-0.8,-2.0,"пасм, 52% снег","ясно, ветер"
2019-01-03,8,455.493,-0.8,-2.0,"пасм, 52% снег","ясно, ветер"
2019-01-03,9,488.607,-0.5,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,10,518.654,-0.5,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,11,550.468,-0.5,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,12,562.022,0.1,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,13,559.561,0.1,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,14,556.841,0.1,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,15,553.016,-1.2,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,16,551.865,-1.2,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,17,566.031,-1.2,-1.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,18,596.467,-2.6,-2.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,19,593.502,-2.6,-2.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,20,583.89,-2.6,-2.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,21,574.923,-3.8,-2.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,22,560.805,-3.8,-2.0,"пасм, 24% дождь","ясно, ветер"
2019-01-03,23,538.755,-3.8,-2.0,"пасм, 24% дождь","ясно, ветер"
2019-01-04,0,506.119,-5.7,-2.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,1,473.726,-5.7,-2.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,2,449.395,-5.7,-2.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,3,435.532,-6.9,-1.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,4,427.882,-6.9,-1.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,5,426.407,-6.9,-1.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,6,433.644,-3.2,-1.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,7,449.355,-3.2,-1.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,8,477.349,-3.2,-1.0,"пасм, 36% снег","пасм, ветер"
2019-01-04,9,518.861,-0.3,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,10,550.57,-0.3,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,11,581.451,-0.3,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,12,593.408,0.2,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,13,589.397,0.2,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,14,584.555,0.2,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,15,580.159,0.8,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,16,577.593,0.8,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,17,591.67,0.8,1.0,"пасм, 16% дождь","пасм, ветер"
2019-01-04,18,611.004,0.9,0.0,"пасм, 16% дождь","пасм, дождь"
2019-01-04,19,605.73,0.9,0.0,"пасм, 16% дождь","пасм, дождь"
2019-01-04,20,595.028,0.9,0.0,"пасм, 16% дождь","пасм, дождь"
2019-01-04,21,586.155,2.2,0.0,"пасм, 16% дождь","пасм, дождь"
2019-01-04,22,571.615,2.2,0.0,"пасм, 16% дождь","пасм, дождь"
2019-01-04,23,546.439,2.2,0.0,"пасм, 16% дождь","пасм, дождь"
2019-01-05,0,514.853,2.8,3.0,"пасм, 74% дождь,, снег",дождь
2019-01-05,1,481.142,2.8,3.0,"пасм, 74% дождь,, снег",дождь
2019-01-05,2,454.754,2.8,3.0,"пасм, 74% дождь,, снег",дождь
2019-01-05,3,440.151,3.4,4.0,"пасм, 74% дождь,, снег",дождь
2019-01-05,4,432.254,3.4,4.0,"пасм, 74% дождь,, снег",дождь
2019-01-05,5,428.926,3.4,4.0,"пасм, 74% дождь,, снег",дождь
2019-01-05,6,431.34,2.4,4.0,"пасм, 74% дождь,, снег",облачно
2019-01-05,7,444.717,2.4,4.0,"пасм, 74% дождь,, снег",облачно
2019-01-05,8,469.888,2.4,4.0,"пасм, 74% дождь,, снег",облачно
2019-01-05,9,503.824,1.4,3.0,"пасм, 74% дождь,, снег",малообл
2019-01-05,10,533.122,1.4,3.0,"пасм, 74% дождь,, снег",малообл
2019-01-05,11,565.424,1.4,3.0,"пасм, 74% дождь,, снег",малообл
2019-01-05,12,579.819,-0.2,1.0,прояснения?,пасмурно
2019-01-05,13,581.549,-0.2,1.0,прояснения?,пасмурно
2019-01-05,14,580.582,-0.2,1.0,прояснения?,пасмурно
2019-01-05,15,580.592,0.0,0.0,прояснения?,"снег, пасм"
2019-01-05,16,582.877,0.0,0.0,прояснения?,"снег, пасм"
2019-01-05,17,599.62,0.0,0.0,прояснения?,"снег, пасм"
2019-01-05,18,612.847,-0.7,-1.0,прояснения?,пасмурно
2019-01-05,19,609.084,-0.7,-1.0,прояснения?,пасмурно
2019-01-05,20,597.462,-0.7,-1.0,прояснения?,пасмурно
2019-01-05,21,586.569,-1.6,-2.0,прояснения?,пасмурно
2019-01-05,22,574.002,-1.6,-2.0,прояснения?,пасмурно
2019-01-05,23,549.747,-1.6,-2.0,прояснения?,пасмурно
2019-01-06,0,518.851,-2.0,-2.0,облачно,пасмурно
2019-01-06,1,487.836,-2.0,-2.0,облачно,пасмурно
2019-01-06,2,463.039,-2.0,-2.0,облачно,пасмурно
2019-01-06,3,446.956,-2.8,-2.0,облачно,пасмурно
2019-01-06,4,438.879,-2.8,-2.0,облачно,пасмурно
2019-01-06,5,435.766,-2.8,-2.0,облачно,пасмурно
2019-01-06,6,441.252,-3.6,-3.0,облачно,ясно
2019-01-06,7,455.889,-3.6,-3.0,облачно,ясно
2019-01-06,8,476.991,-3.6,-3.0,облачно,ясно
2019-01-06,9,506.962,-3.7,-4.0,облачно,ясно
2019-01-06,10,535.603,-3.7,-4.0,облачно,ясно
2019-01-06,11,566.499,-3.7,-4.0,облачно,ясно
2019-01-06,12,576.889,-2.8,-4.0,облачно,ясно
2019-01-06,13,575.282,-2.8,-4.0,облачно,ясно
2019-01-06,14,570.88,-2.8,-4.0,облачно,ясно
2019-01-06,15,568.857,-4.1,-4.0,облачно,ясно
2019-01-06,16,567.818,-4.1,-4.0,облачно,ясно
2019-01-06,17,584.424,-4.1,-4.0,облачно,ясно
2019-01-06,18,615.803,-3.9,-5.0,облачно,ясно
2019-01-06,19,610.037,-3.9,-5.0,облачно,ясно
2019-01-06,20,595.185,-3.9,-5.0,облачно,ясно
2019-01-06,21,584.211,-3.5,-6.0,облачно,ясно
2019-01-06,22,569.967,-3.5,-6.0,облачно,ясно
2019-01-06,23,550.543,-3.5,-6.0,облачно,ясно
2019-01-07,0,523.761,-3.2,-7.0,пасм,пасмурно
2019-01-07,1,494.211,-3.2,-7.0,пасм,пасмурно
2019-01-07,2,470.672,-3.2,-7.0,пасм,пасмурно
2019-01-07,3,455.73,-2.5,-6.0,пасм,пасмурно
2019-01-07,4,444.84,-2.5,-6.0,пасм,пасмурно
2019-01-07,5,441.119,-2.5,-6.0,пасм,пасмурно
2019-01-07,6,443.111,-2.2,-5.0,"пасм, 40% снег",пасмурно
2019-01-07,7,457.155,-2.2,-5.0,"пасм, 40% снег",пасмурно
2019-01-07,8,474.355,-2.2,-5.0,"пасм, 40% снег",пасмурно
2019-01-07,9,499.64,-2.7,-2.0,"пасм, 40% снег",пасмурно
2019-01-07,10,527.261,-2.7,-2.0,"пасм, 40% снег",пасмурно
2019-01-07,11,559.133,-2.7,-2.0,"пасм, 40% снег",пасмурно
2019-01-07,12,572.396,-1.0,-1.0,"пасм, 40% снег",пасмурно
2019-01-07,13,573.392,-1.0,-1.0,"пасм, 40% снег",пасмурно
2019-01-07,14,571.958,-1.0,-1.0,"пасм, 40% снег",пасмурно
2019-01-07,15,567.706,0.0,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-07,16,566.988,0.0,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-07,17,578.985,0.0,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-07,18,600.381,0.3,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-07,19,598.616,0.3,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-07,20,591.654,0.3,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-07,21,584.101,-0.1,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-07,22,572.991,-0.1,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-07,23,549.779,-0.1,-1.0,"пасм, 30% сн+дождь",пасмурно
2019-01-08,0,517.676,-0.4,-1.0,пасмурно,"пасм, снег"
2019-01-08,1,485.831,-0.4,-1.0,пасмурно,"пасм, снег"
2019-01-08,2,461.959,-0.4,-1.0,пасмурно,"пасм, снег"
2019-01-08,3,449.592,-1.1,-1.0,пасмурно,"пасм, снег"
2019-01-08,4,440.941,-1.1,-1.0,пасмурно,"пасм, снег"
2019-01-08,5,438.613,-1.1,-1.0,пасмурно,"пасм, снег"
2019-01-08,6,441.516,-1.5,0.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,7,460.622,-1.5,0.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,8,490.891,-1.5,0.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,9,527.55,-1.7,0.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,10,562.061,-1.7,0.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,11,595.013,-1.7,0.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,12,609.145,-0.7,1.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,13,612.296,-0.7,1.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,14,607.071,-0.7,1.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,15,600.974,-0.5,1.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,16,601.415,-0.5,1.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,17,612.895,-0.5,1.0,"пасм, 70% снег","пасм, снег, ветер"
2019-01-08,18,636.366,-0.8,1.0,"пасм, 50% дождь",пасмурно
2019-01-08,19,634.726,-0.8,1.0,"пасм, 50% дождь",пасмурно
2019-01-08,20,623.147,-0.8,1.0,"пасм, 50% дождь",пасмурно
2019-01-08,21,613.715,-0.7,1.0,"пасм, 50% дождь",пасмурно
2019-01-08,22,596.404,-0.7,1.0,"пасм, 50% дождь",пасмурно
2019-01-08,23,565.146,-0.7,1.0,"пасм, 50% дождь",пасмурно
2019-01-09,0,526.586,-1.1,1.0,"обл, 45% снег",пасмурно
2019-01-09,1,490.225,-1.1,1.0,"обл, 45% снег",пасмурно
2019-01-09,2,462.781,-1.1,1.0,"обл, 45% снег",пасмурно
2019-01-09,3,451.526,-1.6,0.0,"обл, 45% снег",пасмурно
2019-01-09,4,443.968,-1.6,0.0,"обл, 45% снег",пасмурно
2019-01-09,5,444.199,-1.6,0.0,"обл, 45% снег",пасмурно
2019-01-09,6,458.953,-1.9,0.0,"обл, 45% снег",пасмурно
2019-01-09,7,500.528,-1.9,0.0,"обл, 45% снег",пасмурно
2019-01-09,8,551.167,-1.9,0.0,"обл, 45% снег",пасмурно
2019-01-09,9,601.595,-2.0,0.0,"обл, 45% снег",пасмурно
2019-01-09,10,631.373,-2.0,0.0,"обл, 45% снег",пасмурно
2019-01-09,11,645.058,-2.0,0.0,"обл, 45% снег",пасмурно
2019-01-09,12,654.405,-1.6,0.0,"обл, 45% снег",пасмурно
2019-01-09,13,645.4,-1.6,0.0,"обл, 45% снег",пасмурно
2019-01-09,14,645.871,-1.6,0.0,"обл, 45% снег",пасмурно
2019-01-09,15,645.326,-2.1,-1.0,"обл, 24% дождь",пасмурно
2019-01-09,16,647.48,-2.1,-1.0,"обл, 24% дождь",пасмурно
2019-01-09,17,658.086,-2.1,-1.0,"обл, 24% дождь",пасмурно
2019-01-09,18,672.968,-2.9,-2.0,"обл, 24% дождь","пасм,снег"
2019-01-09,19,670.093,-2.9,-2.0,"обл, 24% дождь","пасм,снег"
2019-01-09,20,655.441,-2.9,-2.0,"обл, 24% дождь","пасм,снег"
2019-01-09,21,638.735,-3.8,-2.0,"обл, 24% дождь","пасм,снег"
2019-01-09,22,618.185,-3.8,-2.0,"обл, 24% дождь","пасм,снег"
2019-01-09,23,589.581,-3.8,-2.0,"обл, 24% дождь","пасм,снег"
2019-01-10,0,545.578,-4.9,-3.0,обл с проясн,снег
2019-01-10,1,510.644,-4.9,-3.0,обл с проясн,снег
2019-01-10,2,485.467,-4.9,-3.0,обл с проясн,снег
2019-01-10,3,472.903,-5.5,-4.0,обл с проясн,снег
2019-01-10,4,467.98,-5.5,-4.0,обл с проясн,снег
2019-01-10,5,469.934,-5.5,-4.0,обл с проясн,снег
2019-01-10,6,482.395,-5.9,-4.0,обл с проясн,снег
2019-01-10,7,521.776,-5.9,-4.0,обл с проясн,снег
2019-01-10,8,574.337,-5.9,-4.0,обл с проясн,снег
2019-01-10,9,622.522,-5.5,-3.0,обл с проясн,снег
2019-01-10,10,649.928,-5.5,-3.0,обл с проясн,снег
2019-01-10,11,664.014,-5.5,-3.0,обл с проясн,снег
2019-01-10,12,664.645,-4.8,-3.0,обл с проясн,прояснения
2019-01-10,13,655.043,-4.8,-3.0,обл с проясн,прояснения
2019-01-10,14,652.127,-4.8,-3.0,обл с проясн,прояснения
2019-01-10,15,649.644,-8.4,-4.0,обл с проясн,прояснения
2019-01-10,16,651.758,-8.4,-4.0,обл с проясн,прояснения
2019-01-10,17,660.28,-8.4,-4.0,обл с проясн,прояснения
2019-01-10,18,683.453,-8.6,-4.0,обл с проясн,прояснения
2019-01-10,19,685.519,-8.6,-4.0,обл с проясн,прояснения
2019-01-10,20,672.299,-8.6,-4.0,обл с проясн,прояснения
2019-01-10,21,656.303,-8.2,-3.0,обл с проясн,прояснения
2019-01-10,22,635.898,-8.2,-3.0,обл с проясн,прояснения
2019-01-10,23,605.397,-8.2,-3.0,обл с проясн,прояснения
2019-01-11,0,562.44,-9.0,-10.0,малообл,пасмурно
2019-01-11,1,526.955,-9.0,-10.0,малообл,пасмурно
2019-01-11,2,502.451,-9.0,-10.0,малообл,пасмурно
2019-01-11,3,491.572,-7.3,-7.0,малообл,пасмурно
2019-01-11,4,482.96,-7.3,-7.0,малообл,пасмурно
2019-01-11,5,484.816,-7.3,-7.0,малообл,пасмурно
2019-01-11,6,496.701,-6.6,-5.0,малообл,пасмурно
2019-01-11,7,541.2,-6.6,-5.0,малообл,пасмурно
2019-01-11,8,592.857,-6.6,-5.0,малообл,пасмурно
2019-01-11,9,638.386,-3.2,-3.0,пасмурно,малообл
2019-01-11,10,666.349,-3.2,-3.0,пасмурно,малообл
2019-01-11,11,676.86,-3.2,-3.0,пасмурно,малообл
2019-01-11,12,678.31,-1.0,-1.0,"пасм, 40% снег","пасм, снег, ветер"
2019-01-11,13,668.341,-1.0,-1.0,"пасм, 40% снег","пасм, снег, ветер"
2019-01-11,14,669.553,-1.0,-1.0,"пасм, 40% снег","пасм, снег, ветер"
2019-01-11,15,669.468,-0.7,0.0,"пасм, 70% снег, ветер","пасм, снег, ветер"
2019-01-11,16,669.417,-0.7,0.0,"пасм, 70% снег, ветер","пасм, снег, ветер"
2019-01-11,17,675.894,-0.7,0.0,"пасм, 70% снег, ветер","пасм, снег, ветер"
2019-01-11,18,692.44,0.3,2.0,"пасм, 70% снег, ветер","пасм, морось, ветер"
2019-01-11,19,683.429,0.3,2.0,"пасм, 70% снег, ветер","пасм, морось, ветер"
2019-01-11,20,665.508,0.3,2.0,"пасм, 70% снег, ветер","пасм, морось, ветер"
2019-01-11,21,648.204,1.9,2.0,"пасм, 70% снег, ветер","пасм, морось, ветер"
2019-01-11,22,627.275,1.9,2.0,"пасм, 70% снег, ветер","пасм, морось, ветер"
2019-01-11,23,594.909,1.9,2.0,"пасм, 70% снег, ветер","пасм, морось, ветер"
2019-01-12,0,551.422,1.0,1.0,пасмурно,"пасм, морось"
2019-01-12,1,512.523,1.0,1.0,пасмурно,"пасм, морось"
2019-01-12,2,487.669,1.0,1.0,пасмурно,"пасм, морось"
2019-01-12,3,473.608,1.8,1.0,пасмурно,обл с проясн
2019-01-12,4,461.974,1.8,1.0,пасмурно,обл с проясн
2019-01-12,5,459.145,1.8,1.0,пасмурно,обл с проясн
2019-01-12,6,464.982,0.6,1.0,пасмурно,обл с проясн
2019-01-12,7,487.9,0.6,1.0,пасмурно,обл с проясн
2019-01-12,8,517.076,0.6,1.0,пасмурно,обл с проясн
2019-01-12,9,553.876,2.2,1.0,пасмурно,обл с проясн
2019-01-12,10,586.818,2.2,1.0,пасмурно,обл с проясн
2019-01-12,11,611.035,2.2,1.0,пасмурно,обл с проясн
2019-01-12,12,616.155,3.2,1.0,обл с проясн,пасмурно
2019-01-12,13,609.754,3.2,1.0,обл с проясн,пасмурно
2019-01-12,14,606.657,3.2,1.0,обл с проясн,пасмурно
2019-01-12,15,603.685,1.2,0.0,обл с проясн,пасмурно
2019-01-12,16,603.731,1.2,0.0,обл с проясн,пасмурно
2019-01-12,17,615.753,1.2,0.0,обл с проясн,пасмурно
2019-01-12,18,644.929,0.4,0.0,"обл с проясн, 46% снег",пасмурно
2019-01-12,19,644.475,0.4,0.0,"обл с проясн, 46% снег",пасмурно
2019-01-12,20,628.908,0.4,0.0,"обл с проясн, 46% снег",пасмурно
2019-01-12,21,613.957,1.0,1.0,"обл с проясн, 46% снег",пасмурно
2019-01-12,22,596.543,1.0,1.0,"обл с проясн, 46% снег",пасмурно
2019-01-12,23,570.264,1.0,1.0,"обл с проясн, 46% снег",пасмурно
2019-01-13,0,533.876,1.6,1.0,"пасм, 68% снег","пасм, дождь"
2019-01-13,1,497.263,1.6,1.0,"пасм, 68% снег","пасм, дождь"
2019-01-13,2,471.731,1.6,1.0,"пасм, 68% снег","пасм, дождь"
2019-01-13,3,457.084,1.7,2.0,"пасм, 68% снег","пасм, дождь"
2019-01-13,4,447.771,1.7,2.0,"пасм, 68% снег","пасм, дождь"
2019-01-13,5,444.988,1.7,2.0,"пасм, 68% снег","пасм, дождь"
2019-01-13,6,446.747,2.2,2.0,"пасм, 50% снег","пасм, морось"
2019-01-13,7,462.856,2.2,2.0,"пасм, 50% снег","пасм, морось"
2019-01-13,8,486.281,2.2,2.0,"пасм, 50% снег","пасм, морось"
2019-01-13,9,515.416,2.8,2.0,"пасм, 50% снег","пасм, морось"
2019-01-13,10,548.825,2.8,2.0,"пасм, 50% снег","пасм, морось"
2019-01-13,11,580.672,2.8,2.0,"пасм, 50% снег","пасм, морось"
2019-01-13,12,593.523,3.4,3.0,"пасм, 50% снег","пасм, морось"
2019-01-13,13,597.763,3.4,3.0,"пасм, 50% снег","пасм, морось"
2019-01-13,14,593.608,3.4,3.0,"пасм, 50% снег","пасм, морось"
2019-01-13,15,594.079,2.8,3.0,"пасм, 50% снег",пасм дождь
2019-01-13,16,597.704,2.8,3.0,"пасм, 50% снег",пасм дождь
2019-01-13,17,605.235,2.8,3.0,"пасм, 50% снег",пасм дождь
2019-01-13,18,634.792,3.0,2.0,"пасм, 83% снег",пасм дождь
2019-01-13,19,632.769,3.0,2.0,"пасм, 83% снег",пасм дождь
2019-01-13,20,625.473,3.0,2.0,"пасм, 83% снег",пасм дождь
2019-01-13,21,615.133,3.7,2.0,"пасм, 83% снег",пасм дождь
2019-01-13,22,594.73,3.7,2.0,"пасм, 83% снег",пасм дождь
2019-01-13,23,560.43,3.7,2.0,"пасм, 83% снег",пасм дождь
2019-01-14,0,515.933,3.7,3.0,"пасм, ветер, 80% снег",пасм дождь
2019-01-14,1,476.292,3.7,3.0,"пасм, ветер, 80% снег",пасм дождь
2019-01-14,2,452.981,3.7,3.0,"пасм, ветер, 80% снег",пасм дождь
2019-01-14,3,441.695,3.9,3.0,"пасм, ветер, 50% снег",пасм дождь
2019-01-14,4,438.832,3.9,3.0,"пасм, ветер, 50% снег",пасм дождь
2019-01-14,5,444.297,3.9,3.0,"пасм, ветер, 50% снег",пасм дождь
2019-01-14,6,462.947,1.2,2.0,"пасм, ветер, 66% снег","пасм дождь, ветер"
2019-01-14,7,508.093,1.2,2.0,"пасм, ветер, 66% снег","пасм дождь, ветер"
2019-01-14,8,567.234,1.2,2.0,"пасм, ветер, 66% снег","пасм дождь, ветер"
2019-01-14,9,614.285,0.5,1.0,"пасм, ветер, 66% снег","пасм,снег, дождь, ветер"
2019-01-14,10,643.266,0.5,1.0,"пасм, ветер, 66% снег","облачно, снег, ветер"
2019-01-14,11,656.404,0.5,1.0,"пасм, ветер, 66% снег","облачно, снег, ветер"
2019-01-14,12,655.062,0.6,0.0,"пасм, ветер, 66% снег","п/обл, ветер, вр снег"
2019-01-14,13,647.662,0.6,0.0,"пасм, ветер, 66% снег","п/обл, ветер, вр снег"
2019-01-14,14,644.578,0.6,0.0,"пасм, ветер, 66% снег","п/обл, ветер, вр снег"
2019-01-14,15,640.213,0.6,0.0,"пасм, ветер, 66% снег","п/обл, ветер, вр снег"
2019-01-14,16,640.015,0.6,0.0,"пасм, ветер, 66% снег","п/обл, ветер, вр снег"
2019-01-14,17,643.296,0.6,0.0,"пасм, ветер, 66% снег","п/обл, ветер, вр снег"
2019-01-14,18,666.709,0.7,0.0,"пасм, ветер","п/обл, ветер, вр снег"
2019-01-14,19,668.863,0.7,0.0,"пасм, ветер","п/обл, ветер, вр снег"
2019-01-14,20,653.594,0.7,0.0,"пасм, ветер","п/обл, ветер, вр снег"
2019-01-14,21,636.024,-1.5,0.0,"пасм, ветер","п/обл, ветер, вр снег"
2019-01-14,22,619.25,-1.5,0.0,"пасм, ветер","п/обл, ветер, вр снег"
2019-01-14,23,585.432,-1.5,0.0,"пасм, ветер","п/обл, ветер, вр снег"
2019-01-15,0,539.956,-0.1,0.0,"обл с проясн, 25% сн, дождь","ветер, снег"
2019-01-15,1,500.713,-0.1,0.0,"обл с проясн, 25% сн, дождь","ветер, снег"
2019-01-15,2,478.251,-0.1,0.0,"обл с проясн, 25% сн, дождь","ветер, снег"
2019-01-15,3,466.489,1.8,0.0,"обл с проясн, 25% сн, дождь","ветер, снег"
2019-01-15,4,462.596,1.8,0.0,"обл с проясн, 25% сн, дождь","ветер, снег"
2019-01-15,5,464.175,1.8,0.0,"обл с проясн, 25% сн, дождь","ветер, снег"
2019-01-15,6,475.822,1.9,0.0,"обл с проясн, 25% сн, дождь","п/обл, ветер"
2019-01-15,7,521.317,1.9,0.0,"обл с проясн, 25% сн, дождь","п/обл, ветер"
2019-01-15,8,581.767,1.9,0.0,"обл с проясн, 25% сн, дождь","п/обл, ветер"
